Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue,AssemblyName
SRR6750181,not applicable,WGS,300,7336925147,PRJNA434660,SAMN08567280,Plant,3213400154,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722764,USA,North America,USA:Maryland,Illumina HiSeq 4000,108,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:47:00Z,1,AthMu,SRP133100,leaf,
SRR6750188,not applicable,WGS,302,5850649020,PRJNA434660,SAMN08567280,Plant,2939556751,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722757,USA,North America,USA:Maryland,Illumina HiSeq 4000,1,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:43:00Z,1,AthMu,SRP133100,leaf,
SRR6750190,not applicable,WGS,302,5760067442,PRJNA434660,SAMN08567280,Plant,2833780943,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722755,USA,North America,USA:Maryland,Illumina HiSeq 4000,3,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:46:00Z,1,AthMu,SRP133100,leaf,
SRR6750191,not applicable,WGS,302,5974215340,PRJNA434660,SAMN08567280,Plant,2954933905,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722754,USA,North America,USA:Maryland,Illumina HiSeq 4000,4,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:46:00Z,1,AthMu,SRP133100,leaf,
SRR6750192,not applicable,WGS,302,7539907764,PRJNA434660,SAMN08567280,Plant,3712360955,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722753,USA,North America,USA:Maryland,Illumina HiSeq 4000,9,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T11:18:00Z,1,AthMu,SRP133100,leaf,
SRR6750193,not applicable,WGS,302,2922793146,PRJNA434660,SAMN08567280,Plant,1449894043,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722752,USA,North America,USA:Maryland,Illumina HiSeq 4000,11,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:40:00Z,1,AthMu,SRP133100,leaf,
SRR6750194,not applicable,WGS,300,6752190804,PRJNA434660,SAMN08567280,Plant,2976980786,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722751,USA,North America,USA:Maryland,Illumina HiSeq 4000,112,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T11:00:00Z,1,AthMu,SRP133100,leaf,
SRR6750199,not applicable,WGS,302,2640499552,PRJNA434660,SAMN08567280,Plant,1340584186,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722746,USA,North America,USA:Maryland,Illumina HiSeq 4000,32,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:43:00Z,1,AthMu,SRP133100,leaf,
SRR6750200,not applicable,WGS,302,1904903656,PRJNA434660,SAMN08567280,Plant,963701635,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722745,USA,North America,USA:Maryland,Illumina HiSeq 4000,31,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:39:00Z,1,AthMu,SRP133100,leaf,
SRR6750204,not applicable,WGS,302,3742380980,PRJNA434660,SAMN08567280,Plant,1896616612,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722741,USA,North America,USA:Maryland,Illumina HiSeq 4000,26,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:50:00Z,1,AthMu,SRP133100,leaf,
