Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lib_id,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR14307213,WGS,300,213432000,PRJNA723952,SAMN18837535,Plant,90775777,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662644,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 3 of 1108,aa_C_3,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_3,SRP315964,Leaf
SRR14307214,WGS,300,168729900,PRJNA723952,SAMN18837732,Plant,71765679,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662643,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 200 of 1108,LC_C_8,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_8,SRP315964,Leaf
SRR14307215,WGS,300,114216600,PRJNA723952,SAMN18837731,Plant,48158275,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662642,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 199 of 1108,LC_C_7,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_7,SRP315964,Leaf
SRR14307216,WGS,300,216518100,PRJNA723952,SAMN18837729,Plant,92437792,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662640,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 197 of 1108,LC_C_5,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_5,SRP315964,Leaf
SRR14307217,WGS,300,158715000,PRJNA723952,SAMN18837728,Plant,67237648,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662639,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 196 of 1108,LC_C_4,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_4,SRP315964,Leaf
SRR14307218,WGS,300,241952400,PRJNA723952,SAMN18838072,Plant,101951656,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662637,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 540 of 1108,ta_C_184,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_184,SRP315964,Leaf
SRR14307219,WGS,300,257313000,PRJNA723952,SAMN18838071,Plant,107751577,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662636,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 539 of 1108,ta_C_183,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_183,SRP315964,Leaf
SRR14307220,WGS,300,185922000,PRJNA723952,SAMN18838069,Plant,78371639,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662634,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 537 of 1108,ta_C_181,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_181,SRP315964,Leaf
SRR14307221,WGS,300,232192200,PRJNA723952,SAMN18838068,Plant,96981944,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662633,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 536 of 1108,ta_C_180,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_180,SRP315964,Leaf
SRR14307222,WGS,300,260567100,PRJNA723952,SAMN18838067,Plant,108498498,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662632,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 535 of 1108,ta_C_179,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_179,SRP315964,Leaf
SRR14307223,WGS,300,230400000,PRJNA723952,SAMN18838070,Plant,96562259,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662635,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 538 of 1108,ta_C_182,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_182,SRP315964,Leaf
SRR14307224,WGS,300,243619800,PRJNA723952,SAMN18838066,Plant,102164998,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662631,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 534 of 1108,ta_C_178,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_178,SRP315964,Leaf
SRR14307225,WGS,300,303708600,PRJNA723952,SAMN18838065,Plant,126268528,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662630,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 533 of 1108,ta_C_177,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_177,SRP315964,Leaf
SRR14307226,WGS,300,269258100,PRJNA723952,SAMN18838064,Plant,112513824,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662629,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 532 of 1108,ta_C_176,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_176,SRP315964,Leaf
SRR14307227,WGS,300,204602700,PRJNA723952,SAMN18838063,Plant,84908230,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662628,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 531 of 1108,ta_C_175,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_175,SRP315964,Leaf
SRR14307228,WGS,300,250240200,PRJNA723952,SAMN18838062,Plant,104619523,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662626,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 530 of 1108,ta_C_174,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_174,SRP315964,Leaf
SRR14307229,WGS,300,214644300,PRJNA723952,SAMN18838061,Plant,89272487,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662625,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 529 of 1108,ta_C_173,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_173,SRP315964,Leaf
SRR14307230,WGS,300,266634000,PRJNA723952,SAMN18838060,Plant,110607198,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662624,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 528 of 1108,ta_C_172,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_172,SRP315964,Leaf
SRR14307231,WGS,300,164814900,PRJNA723952,SAMN18837586,Plant,68387039,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662627,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 54 of 1108,aa_C_54,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_54,SRP315964,Leaf
SRR14307232,WGS,300,291644400,PRJNA723952,SAMN18838059,Plant,121556669,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662623,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 527 of 1108,ta_C_171,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_171,SRP315964,Leaf
SRR14307233,WGS,300,299465400,PRJNA723952,SAMN18838058,Plant,125036951,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662622,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 526 of 1108,ta_C_170,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_170,SRP315964,Leaf
SRR14307234,WGS,300,179980200,PRJNA723952,SAMN18838057,Plant,74777499,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662621,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 525 of 1108,ta_C_169,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_169,SRP315964,Leaf
SRR14307235,WGS,300,308980800,PRJNA723952,SAMN18838056,Plant,133170473,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662620,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 524 of 1108,ta_C_168,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_168,SRP315964,Leaf
SRR14307236,WGS,300,331009800,PRJNA723952,SAMN18838054,Plant,140480118,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662618,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 522 of 1108,ta_C_166,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_166,SRP315964,Leaf
SRR14307237,WGS,300,356159400,PRJNA723952,SAMN18838053,Plant,149213266,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662617,asy1T142V-Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 521 of 1108,ta_C_165,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,ta_C_165,SRP315964,Leaf
SRR14307238,WGS,300,228343800,PRJNA723952,SAMN18837727,Plant,96857168,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662616,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 195 of 1108,LC_C_3,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_3,SRP315964,Leaf
SRR14307239,WGS,300,196349400,PRJNA723952,SAMN18837730,Plant,82734980,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662641,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 198 of 1108,LC_C_6,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_6,SRP315964,Leaf
SRR14307240,WGS,300,261276300,PRJNA723952,SAMN18837726,Plant,112045916,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662615,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 194 of 1108,LC_C_2,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_2,SRP315964,Leaf
SRR14307241,WGS,300,292160100,PRJNA723952,SAMN18837725,Plant,124031553,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662614,Col-0/Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 193 of 1108,LC_C_1,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,LC_C_1,SRP315964,Leaf
SRR14307242,WGS,300,194240100,PRJNA723952,SAMN18837724,Plant,82221583,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662613,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 192 of 1108,aa_C_192,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_192,SRP315964,Leaf
SRR14307243,WGS,300,213284100,PRJNA723952,SAMN18837723,Plant,91035425,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662612,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 191 of 1108,aa_C_191,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_191,SRP315964,Leaf
SRR14307244,WGS,300,175256100,PRJNA723952,SAMN18837552,Plant,74412379,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662611,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 20 of 1108,aa_C_20,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_20,SRP315964,Leaf
SRR14307245,WGS,300,160914900,PRJNA723952,SAMN18837722,Plant,69476735,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662610,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 190 of 1108,aa_C_190,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_190,SRP315964,Leaf
SRR14307246,WGS,300,111156900,PRJNA723952,SAMN18837721,Plant,47222418,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662609,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 189 of 1108,aa_C_189,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_189,SRP315964,Leaf
SRR14307247,WGS,300,190616700,PRJNA723952,SAMN18837720,Plant,81491323,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662608,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 188 of 1108,aa_C_188,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_188,SRP315964,Leaf
SRR14307248,WGS,300,206063400,PRJNA723952,SAMN18837719,Plant,87043904,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662607,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 187 of 1108,aa_C_187,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_187,SRP315964,Leaf
SRR14307249,WGS,300,171831900,PRJNA723952,SAMN18837717,Plant,72622540,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662605,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 185 of 1108,aa_C_185,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_185,SRP315964,Leaf
SRR14307250,WGS,300,182474100,PRJNA723952,SAMN18837716,Plant,77162294,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662604,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 184 of 1108,aa_C_184,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_184,SRP315964,Leaf
SRR14307251,WGS,300,191511000,PRJNA723952,SAMN18837715,Plant,81227129,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662603,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 183 of 1108,aa_C_183,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_183,SRP315964,Leaf
SRR14307252,WGS,300,201660300,PRJNA723952,SAMN18837718,Plant,85143405,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662606,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 186 of 1108,aa_C_186,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_186,SRP315964,Leaf
SRR14307253,WGS,300,172251900,PRJNA723952,SAMN18837714,Plant,74235945,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662602,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 182 of 1108,aa_C_182,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_182,SRP315964,Leaf
SRR14307254,WGS,300,214254600,PRJNA723952,SAMN18837713,Plant,91296517,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662601,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 181 of 1108,aa_C_181,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_181,SRP315964,Leaf
SRR14307255,WGS,300,201013500,PRJNA723952,SAMN18837551,Plant,83416596,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10662600,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 19 of 1108,aa_C_19,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:02:00Z,1,aa_C_19,SRP315964,Leaf
SRR14307256,WGS,300,225538500,PRJNA723952,SAMN18837712,Plant,94962110,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10662599,asy1Col-0/asy1Ler-1 x Col-0,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 180 of 1108,aa_C_180,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-23T04:01:00Z,1,aa_C_180,SRP315964,Leaf
